"Day","Items","Note","Amount"
"70","Wholesales (B2B)","Revenue - B2B SO ID: 9471","317634"
"70","Wholesales (B2B)","Revenue - B2B SO ID: 9037","221810"
"70","Human Resource Expense","Counselled","(2000)"
"70","Marketing Expense","Cash Payment - Marketing Report","(20000)"
"70","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"70","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"70","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"70","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"70","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"70","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"70","Salary Expense","Cash Payment - Salary Expense","(26441)"
"70","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 9613","(300)"
"70","Sales E Commerce","Revenue - E-Commerce Sales","16907"
"70","Retail","Revenue - Retail Sales New York - Mouthwash","14877"
"70","Retail","Revenue - Retail Sales New York - Body Wash","14040"
"70","Retail","Revenue - Retail Sales New York - Shampoo","9600"
"70","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","8381"
"70","Retail","Revenue - Retail Sales Los Angeles - Body Wash","9888"
"70","Retail","Revenue - Retail Sales Los Angeles - Shampoo","9316"
"70","Retail","Revenue - Retail Sales Detroit - Mouthwash","6612"
"70","Retail","Revenue - Retail Sales Detroit - Body Wash","5940"
"70","Retail","Revenue - Retail Sales Detroit - Shampoo","6392"
"70","Rental Expense","Cash Payment - RentalNew York","(10720)"
"70","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"70","Overflow Expense - Retail","Cash Payment - Overflow Fee Detroit","(60)"
"70","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"70","Rental Expense","Cash Payment - RentalMiami","(7200)"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9349","(45000)"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9349","(51000)"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9495","(45000)"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9495","(85000)"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9495","(95000)"
"69","Wholesales (B2B)","Revenue - B2B SO ID: 9330","428076"
"69","Human Resource Expense","Counselled","(2000)"
"69","Human Resource Expense","Counselled","(2000)"
"69","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9658","(34990)"
"69","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9658","(84823)"
"69","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9658","(244683)"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9659","(308125)"
"69","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"69","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"69","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"69","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"69","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"69","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"69","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"69","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"69","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"69","Salary Expense","Cash Payment - Salary Expense","(25736)"
"69","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 9359","(500)"
"69","Sales E Commerce","Revenue - E-Commerce Sales","26047"
"69","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 9339","(300)"
"69","Sales E Commerce","Revenue - E-Commerce Sales","15504"
"69","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 9478","(600)"
"69","Sales E Commerce","Revenue - E-Commerce Sales","27893"
"69","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 9500","(300)"
"69","Sales E Commerce","Revenue - E-Commerce Sales","15203"
"69","Retail","Revenue - Retail Sales New York - Mouthwash","14256"
"69","Retail","Revenue - Retail Sales New York - Body Wash","15060"
"69","Retail","Revenue - Retail Sales New York - Shampoo","9408"
"69","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","9454"
"69","Retail","Revenue - Retail Sales Los Angeles - Body Wash","10208"
"69","Retail","Revenue - Retail Sales Los Angeles - Shampoo","9316"
"69","Retail","Revenue - Retail Sales Detroit - Mouthwash","6380"
"69","Retail","Revenue - Retail Sales Detroit - Body Wash","5676"
"69","Retail","Revenue - Retail Sales Detroit - Shampoo","6358"
"69","Rental Expense","Cash Payment - RentalNew York","(10720)"
"69","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"69","Overflow Expense - Retail","Cash Payment - Overflow Fee Detroit","(150)"
"69","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"69","Rental Expense","Cash Payment - RentalMiami","(7200)"
"68","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9147","(22440)"
"68","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9147","(19380)"
"68","Wholesales (B2B)","Revenue - B2B SO ID: 9185","786840"
"68","Human Resource Expense","Counselled","(2000)"
"68","Human Resource Expense","Counselled","(2000)"
"68","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"68","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"68","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"68","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"68","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"68","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"68","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"68","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"68","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"68","Salary Expense","Cash Payment - Salary Expense","(25736)"
"68","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 9196","(600)"
"68","Sales E Commerce","Revenue - E-Commerce Sales","28017"
"68","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 9353","(300)"
"68","Sales E Commerce","Revenue - E-Commerce Sales","12925"
"68","Retail","Revenue - Retail Sales New York - Mouthwash","14256"
"68","Retail","Revenue - Retail Sales New York - Body Wash","14940"
"68","Retail","Revenue - Retail Sales New York - Shampoo","9600"
"68","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","9367"
"68","Retail","Revenue - Retail Sales Los Angeles - Body Wash","10400"
"68","Retail","Revenue - Retail Sales Los Angeles - Shampoo","9418"
"68","Retail","Revenue - Retail Sales Detroit - Mouthwash","6293"
"68","Retail","Revenue - Retail Sales Detroit - Body Wash","5478"
"68","Retail","Revenue - Retail Sales Detroit - Shampoo","6154"
"68","Rental Expense","Cash Payment - RentalNew York","(10720)"
"68","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"68","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"68","Rental Expense","Cash Payment - RentalMiami","(7200)"
"67","Wholesales (B2B)","Revenue - B2B SO ID: 9029","118080"
"67","Human Resource Expense","Counselled","(2000)"
"67","Human Resource Expense","Counselled","(2000)"
"67","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"67","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"67","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"67","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"67","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"67","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"67","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"67","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"67","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"67","Salary Expense","Cash Payment - Salary Expense","(25736)"
"67","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 9204","(300)"
"67","Sales E Commerce","Revenue - E-Commerce Sales","17340"
"67","Retail","Revenue - Retail Sales New York - Mouthwash","14823"
"67","Retail","Revenue - Retail Sales New York - Body Wash","14580"
"67","Retail","Revenue - Retail Sales New York - Shampoo","9984"
"67","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","9106"
"67","Retail","Revenue - Retail Sales Los Angeles - Body Wash","9696"
"67","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8602"
"67","Retail","Revenue - Retail Sales Detroit - Mouthwash","6032"
"67","Retail","Revenue - Retail Sales Detroit - Body Wash","5577"
"67","Retail","Revenue - Retail Sales Detroit - Shampoo","6052"
"67","Rental Expense","Cash Payment - RentalNew York","(10720)"
"67","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"67","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"67","Rental Expense","Cash Payment - RentalMiami","(7200)"
"66","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9051","(37200)"
"66","Wholesales (B2B)","Revenue - B2B SO ID: 8875","79233"
"66","Wholesales (B2B)","Revenue - B2B SO ID: 8866","85905"
"66","Wholesales (B2B)","Revenue - B2B SO ID: 8871","85905"
"66","Human Resource Expense","Counselled","(2000)"
"66","Human Resource Expense","Counselled","(2000)"
"66","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"66","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"66","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"66","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"66","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"66","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"66","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"66","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"66","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"66","Salary Expense","Cash Payment - Salary Expense","(25736)"
"66","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 9038","(100)"
"66","Sales E Commerce","Revenue - E-Commerce Sales","4795"
"66","Retail","Revenue - Retail Sales New York - Mouthwash","15282"
"66","Retail","Revenue - Retail Sales New York - Body Wash","15030"
"66","Retail","Revenue - Retail Sales New York - Shampoo","10272"
"66","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","9367"
"66","Retail","Revenue - Retail Sales Los Angeles - Body Wash","10208"
"66","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8670"
"66","Retail","Revenue - Retail Sales Detroit - Mouthwash","5945"
"66","Retail","Revenue - Retail Sales Detroit - Body Wash","5610"
"66","Retail","Revenue - Retail Sales Detroit - Shampoo","5576"
"66","Rental Expense","Cash Payment - RentalNew York","(10720)"
"66","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"66","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"66","Rental Expense","Cash Payment - RentalMiami","(7200)"
"65","Human Resource Expense","Counselled","(2000)"
"65","Wholesales (B2B)","Revenue - B2B SO ID: 8150","79380"
"65","Wholesales (B2B)","Revenue - B2B SO ID: 8004","156530"
"65","Wholesales (B2B)","Revenue - B2B SO ID: 8719","172654"
"65","Wholesales (B2B)","Revenue - B2B SO ID: 8723","76615"
"65","Wholesales (B2B)","Revenue - B2B SO ID: 8126","86040"
"65","Human Resource Expense","Counselled","(2000)"
"65","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"65","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"65","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"65","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"65","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"65","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"65","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"65","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"65","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"65","Salary Expense","Cash Payment - Salary Expense","(25736)"
"65","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8873","(100)"
"65","Sales E Commerce","Revenue - E-Commerce Sales","5197"
"65","Sales E Commerce","Revenue - E-Commerce Sales","13241"
"65","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8904","(200)"
"65","Sales E Commerce","Revenue - E-Commerce Sales","12215"
"65","Retail","Revenue - Retail Sales New York - Mouthwash","15417"
"65","Retail","Revenue - Retail Sales New York - Body Wash","14460"
"65","Retail","Revenue - Retail Sales New York - Shampoo","9184"
"65","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","8845"
"65","Retail","Revenue - Retail Sales Los Angeles - Body Wash","10080"
"65","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8772"
"65","Retail","Revenue - Retail Sales Detroit - Mouthwash","5452"
"65","Retail","Revenue - Retail Sales Detroit - Body Wash","5511"
"65","Retail","Revenue - Retail Sales Detroit - Shampoo","5814"
"65","Rental Expense","Cash Payment - RentalNew York","(10720)"
"65","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"65","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"65","Rental Expense","Cash Payment - RentalMiami","(7200)"
"64","Wholesales (B2B)","Revenue - B2B SO ID: 8572","588600"
"64","Wholesales (B2B)","Revenue - B2B SO ID: 8576","59280"
"64","Human Resource Expense","Counselled","(2000)"
"64","Human Resource Expense","Counselled","(2000)"
"64","Human Resource Expense","Counselled","(2000)"
"64","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"64","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"64","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"64","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"64","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"64","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"64","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"64","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"64","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"64","Salary Expense","Cash Payment - Salary Expense","(25736)"
"64","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 235","(15000)"
"64","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 236","(15000)"
"64","Retail","Revenue - Retail Sales New York - Mouthwash","7980"
"64","Retail","Revenue - Retail Sales New York - Body Wash","10757"
"64","Retail","Revenue - Retail Sales New York - Shampoo","5742"
"64","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","5940"
"64","Retail","Revenue - Retail Sales Los Angeles - Body Wash","6534"
"64","Retail","Revenue - Retail Sales Los Angeles - Shampoo","5215"
"64","Retail","Revenue - Retail Sales Detroit - Mouthwash","4050"
"64","Retail","Revenue - Retail Sales Detroit - Body Wash","2788"
"64","Retail","Revenue - Retail Sales Detroit - Shampoo","3080"
"64","Rental Expense","Cash Payment - RentalNew York","(10720)"
"64","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"64","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"64","Rental Expense","Cash Payment - RentalMiami","(7200)"
"63","Wholesales (B2B)","Revenue - B2B SO ID: 8425","239140"
"63","Wholesales (B2B)","Revenue - B2B SO ID: 8429","71489"
"63","Human Resource Expense","Counselled","(2000)"
"63","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"63","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"63","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"63","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"63","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"63","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"63","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"63","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"63","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"63","Salary Expense","Cash Payment - Salary Expense","(25736)"
"63","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8465","(100)"
"63","Sales E Commerce","Revenue - E-Commerce Sales","4450"
"63","Retail","Revenue - Retail Sales New York - Mouthwash","8204"
"63","Retail","Revenue - Retail Sales New York - Body Wash","10323"
"63","Retail","Revenue - Retail Sales New York - Shampoo","5379"
"63","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","5370"
"63","Retail","Revenue - Retail Sales Los Angeles - Body Wash","5643"
"63","Retail","Revenue - Retail Sales Los Angeles - Shampoo","4760"
"63","Retail","Revenue - Retail Sales Detroit - Mouthwash","3840"
"63","Retail","Revenue - Retail Sales Detroit - Body Wash","3434"
"63","Retail","Revenue - Retail Sales Detroit - Shampoo","3535"
"63","Rental Expense","Cash Payment - RentalNew York","(10720)"
"63","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"63","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"63","Rental Expense","Cash Payment - RentalMiami","(7200)"
"62","Human Resource Expense","Counselled","(2000)"
"62","Human Resource Expense","Counselled","(2000)"
"62","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"62","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"62","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"62","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"62","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"62","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"62","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"62","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"62","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"62","Salary Expense","Cash Payment - Salary Expense","(25736)"
"62","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8422","(100)"
"62","Sales E Commerce","Revenue - E-Commerce Sales","3769"
"62","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8446","(200)"
"62","Sales E Commerce","Revenue - E-Commerce Sales","9118"
"62","Retail","Revenue - Retail Sales New York - Mouthwash","9855"
"62","Retail","Revenue - Retail Sales New York - Body Wash","7500"
"62","Retail","Revenue - Retail Sales New York - Shampoo","6272"
"62","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","5597"
"62","Retail","Revenue - Retail Sales Los Angeles - Body Wash","6816"
"62","Retail","Revenue - Retail Sales Los Angeles - Shampoo","5610"
"62","Retail","Revenue - Retail Sales Detroit - Mouthwash","3886"
"62","Retail","Revenue - Retail Sales Detroit - Body Wash","3432"
"62","Retail","Revenue - Retail Sales Detroit - Shampoo","2890"
"62","Rental Expense","Cash Payment - RentalNew York","(10720)"
"62","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"62","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"62","Rental Expense","Cash Payment - RentalMiami","(7200)"
"61","Wholesales (B2B)","Revenue - B2B SO ID: 8132","72072"
"61","Human Resource Expense","Counselled","(2000)"
"61","Human Resource Expense","Counselled","(2000)"
"61","Human Resource Expense","Counselled","(2000)"
"61","Marketing Expense","Cash Payment - Marketing Report","(20000)"
"61","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"61","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"61","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"61","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"61","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"61","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"61","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"61","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"61","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"61","Salary Expense","Cash Payment - Salary Expense","(25736)"
"61","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8282","(200)"
"61","Sales E Commerce","Revenue - E-Commerce Sales","12118"
"61","Retail","Revenue - Retail Sales New York - Mouthwash","7533"
"61","Retail","Revenue - Retail Sales New York - Body Wash","8340"
"61","Retail","Revenue - Retail Sales New York - Shampoo","5888"
"61","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","4640"
"61","Retail","Revenue - Retail Sales Los Angeles - Body Wash","6304"
"61","Retail","Revenue - Retail Sales Los Angeles - Shampoo","6596"
"61","Retail","Revenue - Retail Sales Detroit - Mouthwash","2813"
"61","Retail","Revenue - Retail Sales Detroit - Body Wash","3498"
"61","Retail","Revenue - Retail Sales Detroit - Shampoo","3910"
"61","Rental Expense","Cash Payment - RentalNew York","(10720)"
"61","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"61","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"61","Rental Expense","Cash Payment - RentalMiami","(7200)"
"60","Wholesales (B2B)","Revenue - B2B SO ID: 7972","211990"
"60","Wholesales (B2B)","Revenue - B2B SO ID: 7984","70980"
"60","Human Resource Expense","Counselled","(2000)"
"60","Human Resource Expense","Counselled","(2000)"
"60","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"60","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"60","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"60","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"60","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"60","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"60","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"60","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"60","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"60","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"60","Salary Expense","Cash Payment - Salary Expense","(25736)"
"60","Sales E Commerce","Revenue - E-Commerce Sales","5630"
"60","Retail","Revenue - Retail Sales New York - Mouthwash","7749"
"60","Retail","Revenue - Retail Sales New York - Body Wash","10200"
"60","Retail","Revenue - Retail Sales New York - Shampoo","6944"
"60","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","5684"
"60","Retail","Revenue - Retail Sales Los Angeles - Body Wash","7296"
"60","Retail","Revenue - Retail Sales Los Angeles - Shampoo","5746"
"60","Retail","Revenue - Retail Sales Detroit - Mouthwash","2987"
"60","Retail","Revenue - Retail Sales Detroit - Body Wash","3102"
"60","Retail","Revenue - Retail Sales Detroit - Shampoo","3298"
"60","Rental Expense","Cash Payment - RentalNew York","(10720)"
"60","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"60","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"60","Overflow Expense - Warehouse","Cash Payment - Overflow FeeMiami","(2319)"
"60","Rental Expense","Cash Payment - RentalMiami","(4800)"
"59","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7838","(32250)"
"59","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7838","(24990)"
"59","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7838","(32300)"
"59","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"59","Human Resource Expense","Counselled","(2000)"
"59","Wholesales (B2B)","Revenue - B2B SO ID: 7832","78372"
"59","Wholesales (B2B)","Revenue - B2B SO ID: 7837","104253"
"59","Human Resource Expense","Counselled","(2000)"
"59","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"59","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"59","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"59","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"59","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"59","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"59","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"59","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"59","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"59","Salary Expense","Cash Payment - Salary Expense","(24242)"
"59","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7969","(200)"
"59","Sales E Commerce","Revenue - E-Commerce Sales","11058"
"59","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7988","(100)"
"59","Sales E Commerce","Revenue - E-Commerce Sales","6884"
"59","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8002","(200)"
"59","Sales E Commerce","Revenue - E-Commerce Sales","10062"
"59","Retail","Revenue - Retail Sales New York - Mouthwash","8289"
"59","Retail","Revenue - Retail Sales New York - Body Wash","8820"
"59","Retail","Revenue - Retail Sales New York - Shampoo","6176"
"59","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","4756"
"59","Retail","Revenue - Retail Sales Los Angeles - Body Wash","6080"
"59","Retail","Revenue - Retail Sales Los Angeles - Shampoo","6868"
"59","Retail","Revenue - Retail Sales Detroit - Mouthwash","3451"
"59","Retail","Revenue - Retail Sales Detroit - Body Wash","3894"
"59","Retail","Revenue - Retail Sales Detroit - Shampoo","3128"
"59","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 4873","(4400)"
"59","Rental Expense","Cash Payment - RentalNew York","(10720)"
"59","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"59","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"59","Overflow Expense - Warehouse","Cash Payment - Overflow FeeMiami","(2592)"
"59","Rental Expense","Cash Payment - RentalMiami","(4800)"
"58","Wholesales (B2B)","Revenue - B2B SO ID: 7545","113955"
"58","Wholesales (B2B)","Revenue - B2B SO ID: 7278","164880"
"58","Wholesales (B2B)","Revenue - B2B SO ID: 7260","141960"
"58","Wholesales (B2B)","Revenue - B2B SO ID: 7690","86450"
"58","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7966","(14400)"
"58","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7966","(16830)"
"58","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7966","(8740)"
"58","Human Resource Expense","Counselled","(2000)"
"58","Human Resource Expense","Counselled","(2000)"
"58","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"58","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"58","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
